3393902067;732132130;2794198096;3562928852;2203672831;2397886630;2985721103;3683318486;32512;9000;
270428985;3376255893;569873231;3119347804;3897293407;2265671459;3215437355;2071021543;443;30030;
220536849;737809739;1463957718;2237035008;519425937;2397886630;2985721103;1145386686;26638;9000;
1513533793;479672490;3129823768;521898099;2317139518;1592194721;2540624627;1046137336;443;30030;
554055959;1671522067;2738870444;3136615795;2801333263;3831675544;3895004714;1268370531;6881;9000;
